Sample ID,Thiaminase_Activity,SD_Line,Detect_Limit,No_detect,Area,Survey,Station,Catch Date,Latitude,Longitude,Region,Analysis Date,Species,Scientific,Age Class,Mass (g),Fork Length (cm),Note
1658,1.724532396,0.075975182,0.227925547,FALSE,Bering Sea,NBS2021,11,9/2/2021,61.007,-168.0525,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,3.7,7.9,
1579,-1.191299446,0.051444884,0.154334652,TRUE,Bering Sea,NBS2021,5,8/31/2021,60.5071,-170.9639,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,3.1,6.8,
1536c,-0.78935695,0.060142817,0.18042845,TRUE,Bering Sea,NBS2021,4,8/31/2021,60.0042,-170.9748,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.5,5.7,
1925c,-0.123219319,0.050985689,0.152957067,TRUE,Bering Sea,NBS2021,24,9/7/2021,62.0053,-170.9941,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.9,4.6,"Composite sample, n = 2, individuals = 1925, 1924, mass and length are averages"
2091c,-1.171390648,0.066486605,0.199459815,TRUE,Bering Sea,NBS2021,35,9/10/2021,64.0112,-168.991,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.3,5.6,"Composite sample, n = 2, individuals = 2091, 2090, mass and length are averages"
ARCI02,2.364842397,0.15406063,0.462181889,FALSE,Von_Biela,VVB,SL01,7/26/2018,70.5156,-149.46765,Simpson Lagoon,12/9/2022,Arctic Cisco,,,5,8.5,"VVB fish, Net ID = FN-2018-09, FISHID = ARCI346"
ARCI03,2.795840977,0.063063609,0.189190828,FALSE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/9/2022,Arctic Cisco,,,9,11,"VVB fish, Net ID = FN-2022-06, FISHID = NA"
ARCI05,1.695476312,0.09993916,0.29981748,FALSE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/9/2022,Arctic Cisco,,,16.9,12.6,"VVB fish, Net ID = FN-2022-06, FISHID = NA"
ARCI08,0.863073312,0.052539731,0.157619193,FALSE,Von_Biela,VVB,SL77,7/23/2019,70.49861,-149.59874,Simpson Lagoon,12/9/2022,Arctic Cisco,,,34,15,"VVB fish, Net ID = FN-2019-02-East, FISHID = ARCI345"
ARCI10,3.631472431,0.065517386,0.196552158,FALSE,Von_Biela,VVB,SS02,7/30/2019,70.27666,-147.77771,Foggy Island Bay,12/9/2022,Arctic Cisco,,,40.3,16,"VVB fish, Net ID = FN-2019-09-South, FISHID = ARCI344"
ARCI09,-0.239443656,0.05885721,0.176571631,TRUE,Von_Biela,VVB,SS01,7/23/2022,70.29305,-147.7989,Foggy Island Bay,12/9/2022,Arctic Cisco,,,26.3,15.1,"VVB fish, Net ID = FN-2022-01, FISHID = NA"
BRWH09,-1.811700648,0.073321884,0.219965653,TRUE,Von_Biela,VVB,SL01,7/22/2019,70.5156,-149.46765,Simpson Lagoon,12/9/2022,Broad Whitefish,,,46.5,16,"VVB fish, Net ID = FN-2019-01-South, FISHID = BRWH161"
904,1.253716219,0.168551781,0.505655343,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,4.7,8.7,
907,0.408399404,0.093050386,0.279151159,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,4.4,8.6,
2978,1.181076009,0.060749418,0.182248253,FALSE,Bering Sea,NBS2022,5,9/3/2022,60.5219,-169.0082,,12/9/2022,Capelin,Mallotus villosus,NA,5.3,10.1,
3001,1.039024043,0.057715746,0.173147238,FALSE,Bering Sea,NBS2022,6,9/3/2022,60.5045,-167.979,,12/9/2022,Capelin,Mallotus villosus,NA,2.8,8.4,
905,0.074792513,0.11743518,0.35230554,TRUE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,4.9,9.1,
906,-1.627678783,0.086406024,0.259218071,TRUE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,3.8,8.9,
2999,0.03443684,0.057715746,0.173147238,TRUE,Bering Sea,NBS2022,6,9/3/2022,60.5045,-167.979,,12/9/2022,Capelin,Mallotus villosus,NA,4,8.5,
3283,1.7708069,0.061152936,0.183458809,FALSE,Bering Sea,NBS2022,28,9/12/2022,63.4991,-167.0056,,12/9/2022,Gonatus Squid,Gonatus kamtschaticus,NA,10.5,11,Total length
3282,-0.505791093,0.069745387,0.209236162,TRUE,Bering Sea,NBS2022,28,9/12/2022,63.4991,-167.0056,,12/9/2022,Gonatus Squid,Gonatus kamtschaticus,NA,9.8,9.5,Total length
926,3.180565053,0.123354252,0.370062757,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,41.9,16,
928,1.670724833,0.152570693,0.457712079,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,45.9,16.1,
927,-0.188864546,0.069885928,0.209657785,TRUE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,36.7,15.8,
940,-3.592730986,0.160226143,0.48067843,TRUE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,43,15.5,
3446,2.502589758,0.103809558,0.311428674,FALSE,Bering Sea,NBS2022,37,9/15/2022,63.9921,-165.9651,,12/9/2022,Saffron Cod,Eleginus gracilis,NA,1.5,5.3,
3447,3.597573666,0.099515617,0.298546852,FALSE,Bering Sea,NBS2022,37,9/15/2022,63.9921,-165.9651,,12/9/2022,Saffron Cod,Eleginus gracilis,NA,2.5,5.8,
3280-c,-6.538695063,0.076206739,0.228620216,TRUE,Bering Sea,NBS2022,28,9/12/2022,63.4991,-167.0056,,12/9/2022,Sand Lance,Ammodytes hexapterus,Age 0,0.5,5.1,"Composite sample, n = 3, individuals = 3280, 3279, 3281, mass and length are averages"
SUSM03,1.289229211,0.152437623,0.457312868,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,42.6,16.3,
SUSM05,4.60323702,0.44423319,1.332699571,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,38.9,16,
SUSM09,3.837017322,0.185787025,0.557361076,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,43.4,16.4,
SUSM11,4.0958317,0.082263706,0.246791117,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,39.7,15.1,
SUSM04,-3.750387145,0.179665592,0.538996775,TRUE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,42.4,16.3,
SUSM08,-0.462745042,0.072215568,0.216646704,TRUE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,43.4,16.5,
SUSM10,-3.227377632,0.12965422,0.38896266,TRUE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,38.3,16,
2933,1.708390127,0.187100082,0.561300245,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.2,5.2,
2935-c,1.694400161,0.075491286,0.226473858,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.8,4.8,"Composite sample, n = 2, individuals = 2935, 2938, mass and length are averages"
2940-c,1.160629135,0.064578613,0.193735839,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.9,4.9,"Composite sample, n = 2, individuals = 2940, 2939, mass and length are averages"
2936,-0.39656174,0.105969415,0.317908244,TRUE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,2.2,6.1,
2931-c,-2.336324388,0.068405405,0.205216215,TRUE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.9,5.1,"Composite sample, n = 3, individuals = 2931, 2930, 2937, mass and length are averages"
ARCI07,8.102880921,0.273951798,0.821855393,FALSE,Von_Biela,VVB,LB01,7/25/2021,70.17283,-145.95804,Flaxman Island,12/12/2022,Arctic Cisco,,,21.7,13.9,"VVB fish, Net ID = FN-2021-03, FISHID = NA"
ARCI04,0.179717261,0.352273314,1.056819943,TRUE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Arctic Cisco,,,15.8,12.3,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
FOSC07,2.187815514,0.052325408,0.156976224,FALSE,Von_Biela,VVB,LB01,7/25/2021,70.17283,-145.95804,Flaxman Island,12/12/2022,Fourhorn Sculpin,,,5.5,8.9,"VVB fish, Net ID = FN-2021-03, FISHID = NA"
FOSC03,-1.338732169,0.063967244,0.191901731,TRUE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Fourhorn Sculpin,,,3,7.4,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
FOSC08,-0.952393866,0.057796504,0.173389513,TRUE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/12/2022,Fourhorn Sculpin,,,7.4,9.2,"VVB fish, Net ID = FN-2022-06, FISHID = NA"
GH-4,1.832685598,0.0722972,0.216891601,FALSE,Bering Sea,NBS2022,1,9/1/2022,60.0074,-168.0721,,12/12/2022,Greenland turbot,Reinhardtius hippoglossoides,Larval,1.5,6.4,"No barcode, composite sample, n = 3, labeled Greenland halibut, mass and length are averages"
1568,7.198375786,0.22231912,0.66695736,FALSE,Bering Sea,NBS2021,6,9/1/2021,60.5035,-169.9368,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,92.2,20.8,
1569,-0.884058261,0.097523914,0.292571742,TRUE,Bering Sea,NBS2021,6,9/1/2021,60.5035,-169.9368,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,96.9,21.5,
2070,-2.010250556,0.167609406,0.502828218,TRUE,Bering Sea,NBS2021,33,9/10/2021,63.5038,-167.0196,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,92.2,20.8,
2071,-0.115148185,0.050346696,0.151040089,TRUE,Bering Sea,NBS2021,33,9/10/2021,63.5038,-167.0196,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,83.6,20.2,
2664,1.097136211,0.201176326,0.603528979,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,43.2,16.4,
2666,3.569593734,0.112855609,0.338566827,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,37.5,14.8,Processed with light on
2670,4.847523356,0.046491126,0.139473377,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,29.2,12.8,Processed with light on
2671,2.546173884,0.082482934,0.247448801,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,16.2,11.6,Processed with light on
2665,-3.998440011,0.124135868,0.372407605,TRUE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,19,12.2,Processed with light on
2667,-0.257738227,0.151830811,0.455492432,TRUE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,21.8,12.4,Processed with light on
920,4.879269818,0.105426338,0.316279013,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,48.2,16,
925,2.093114203,0.127801242,0.383403726,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,49.2,16.4,
921,-0.303474656,0.180739661,0.542218984,TRUE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,49.1,17,
923,-0.367505656,0.072268246,0.216804737,TRUE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,46.5,16.5,
RASM01,7.50830735,0.125405142,0.376215426,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,1.5,6,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
RASM02,17.29859345,0.288325111,0.864975333,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,1.2,6.3,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
RASM03,18.31824677,0.530274456,1.590823368,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,3.4,8.4,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
RASM04,32.97757925,0.957889475,2.873668426,FALSE,Von_Biela,VVB,SS01,7/23/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,3.5,8.8,"VVB fish, Net ID = FN-2022-01, FISHID = NA"
RASM05,29.02971835,0.686135634,2.058406902,FALSE,Von_Biela,VVB,SS01,7/23/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,4.4,9.5,"VVB fish, Net ID = FN-2022-01, FISHID = NA"
RASM06,15.2264642,0.248320948,0.744962843,FALSE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,5.4,9.5,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
RASM09,12.23691599,0.283591165,0.850773496,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/12/2022,Rainbow Smelt,,,14.7,13.5,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
RASM10,20.3909141,0.462749623,1.38824887,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/12/2022,Rainbow Smelt,,,21.3,14.7,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
3105-c,-5.56746855,0.194491107,0.583473322,TRUE,Bering Sea,NBS2022,13,9/6/2022,61.5012,-168.9561,,12/12/2022,Sand Lance,Ammodytes hexapterus,Age 0,0.8,6,"Composite sample, n = 4, individuals = 3105, 3104, 3103, 3102, mass and length are averages"
SUSM02,2.947578305,0.197589585,0.592768756,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/12/2022,Surf Smelt,Hypomesus pretiosus,,43.5,15.8,
SUSM06,-0.257738227,0.151830811,0.455492432,TRUE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/12/2022,Surf Smelt,Hypomesus pretiosus,,31.4,13.8,
#5 Capelin Spring 2021,1.674491362,0.120490501,0.361471503,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
13 Capelin 21-Fish Bend,11.97379701,0.161424984,0.484274953,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
#8 Capelin 2021 Spring,7.521221165,0.079584031,0.238752094,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
5) 3/8/22 5/9/22 Capelin Composite,3.123529036,0.075636624,0.226909872,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
8) Capelin 3/8/22 5/9/22,19.75867523,0.195131526,0.585394579,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
#9 Capelin Spring 2021,0.739315916,0.049796897,0.149390691,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
14) Capelin 2021 Fish Head 5/8/22,9.989912158,0.103899453,0.311698358,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
3 Capelin Spring 2021,17.07044938,0.176095196,0.528285589,FALSE,?,?,,,,,,12/21/2022,Capelin,,,,,
Herring #5,-1.489931421,0.075976603,0.22792981,TRUE,?,?,,,,,,12/21/2022,Pacific Herring,,,,,
R.S. 4/25/22,4.3939256,0.088389425,0.265168274,FALSE,?,NBS2021,,,,,,12/21/2022,Rainbow Smelt,,,,,
R.S. 2 4/25/22,4.027496095,0.160128475,0.480385426,FALSE,?,NBS2021,,,,,,12/21/2022,Rainbow Smelt,,,,,
4-Smelt,40.41486062,0.830650534,2.491951602,FALSE,?,NBS2021,,,,,,12/21/2022,Rainbow Smelt,,,,,
2/9/22 3 Sand Lance SBS,0.967998059,0.180242867,0.540728602,FALSE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Sand Lance #2 8-23-2021,2.037692413,0.055673566,0.167020697,FALSE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Island Sand Lance #7,0.491801126,0.055723476,0.167170428,FALSE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Island Sand Lance #1,-0.566593639,0.042101522,0.126304567,TRUE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Sand Lance 8/23/21 #9,0.933561219,0.058264769,0.174794306,FALSE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Island Sand Lance #6 8/23,-1.468946472,0.069007642,0.207022926,TRUE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Eagle Sand Lance #2 8/10/21,-1.36079327,0.05507931,0.16523793,TRUE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Brothers Sand Lance #8 8/23/21,-1.40383932,0.075310359,0.225931077,TRUE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Eagle Beach Sand Lance #1 8/9/21,-1.107897723,0.052273567,0.156820702,TRUE,?,?,,,,,,12/21/2022,Sand Lance,,,,,
Capelin #15,-0.081787496,0.123999352,0.371998056,TRUE,?,?,,,,,,12/22/2022,Capelin,,,,,
Capelin #16,2.644641724,0.117122535,0.351367605,FALSE,?,?,,,,,,12/22/2022,Capelin,,,,,
Herring #6,-1.338194093,0.095328998,0.285986994,TRUE,?,?,,,,,,12/22/2022,Pacific Herring,,,,,
Rainbow Smelt #9,17.46001614,0.492524974,1.477574923,FALSE,?,NBS2021,,,,,,12/22/2022,Rainbow Smelt,,,,,
Rainbow Smelt #10,37.6948883,0.755682678,2.267048035,FALSE,?,NBS2021,,,,,,12/22/2022,Rainbow Smelt,,,,,
ARCI06,NA,NA,NA,NA,Von_Biela,VVB,SS02,7/30/2019,70.27666,-147.77771,Foggy Island Bay,NA,Arctic Cisco,,,18,13.3,"VVB fish, Net ID = FN-2019-09-South, FISHID = ARCI343"
BRWH10,NA,NA,NA,NA,Von_Biela,VVB,SL77,7/22/2019,70.49861,-149.59874,Simpson Lagoon,NA,Broad Whitefish,,,66.4,19,"VVB fish, Net ID = FN-2019-02-West, FISHID = BRWH162"
2980,NA,NA,NA,NA,Bering Sea,NBS2022,5,9/3/2022,60.5219,-169.0082,,NA,Capelin,Mallotus villosus,NA,2.5,7.8,
2998,NA,NA,NA,NA,Bering Sea,NBS2022,6,9/3/2022,60.5045,-167.979,,NA,Capelin,Mallotus villosus,NA,3.9,8.5,
3000,NA,NA,NA,NA,Bering Sea,NBS2022,6,9/3/2022,60.5045,-167.979,,NA,Capelin,Mallotus villosus,NA,4.8,8.8,
2613-c,NA,NA,NA,NA,Bering Sea,NBS2022,39,9/15/2022,64.0997,-163.4911,,NA,Pacific Herring (age 0),Clupea pallasi,Age 0,1.9,6.2,"Composite sample, n = 3, individuals = 2613, 2612, 2611, mass and length are averages"
2621-c,NA,NA,NA,NA,Bering Sea,NBS2022,39,9/15/2022,64.0997,-163.4911,,NA,Pacific Herring (age 0),Clupea pallasi,Age 0,2.3,6.5,"Composite sample, n = 2, individuals = 2621, 2620, mass and length are averages"
1149,NA,NA,NA,NA,Bering Sea,NBS2022,26,9/11/2022,63.0175,-166.0092,,NA,Rainbow Smelt,Osmerus mordax,NA,25.5,15.1,
3106-c,NA,NA,NA,NA,Bering Sea,NBS2022,13,9/6/2022,61.5012,-168.9561,,NA,Sand Lance,Ammodytes hexapterus,Age 0,0.7,5.2,"Composite sample, n = 3, individuals = 3106, 3107, 3108, mass and length are averages"
