Sample ID,Thiaminase_Activity,SD_Line,Detect_Limit,No_detect,,Signal.Noise,Area,Survey,Station,Catch Date,Latitude,Longitude,Region,Analysis Date,Species,Scientific,Age Class,Mass (g),Fork Length (cm),Note
905,0.35230554,0.11743518,0.35230554,TRUE,<0.352305540174275,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,4.9,9.1,
906,0.259218071,0.086406024,0.259218071,TRUE,<0.259218070524515,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,12/9/2022,Capelin,Mallotus villosus,NA,3.8,8.9,
921,0.542218984,0.180739661,0.542218984,TRUE,<0.542218984431772,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,49.1,17,
922,0.806654875,0.268884958,0.806654875,TRUE,<0.806654875220509,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/8/2022,Pacific Herring,Clupea pallasi,,49.4,17,
923,0.216804737,0.072268246,0.216804737,TRUE,<0.216804737061092,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/12/2022,Pacific Herring,Clupea pallasi,,46.5,16.5,
927,0.209657785,0.069885928,0.209657785,TRUE,<0.209657784696419,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,36.7,15.8,
940,0.48067843,0.160226143,0.48067843,TRUE,<0.480678430103221,FALSE,Southeast,SECM2022,,7/28/2022,58.2261,-134.6112,,12/9/2022,Pacific Herring,Clupea pallasi,,43,15.5,
1021,0.210032937,0.070010979,0.210032937,TRUE,<0.210032936735032,FALSE,Bering Sea,NBS2021,5,8/31/2021,60.5071,-170.9639,,12/7/2022,Pacific Herring,Clupea pallasi,Age 1+,83.1,20.4,
1524,0.179143688,0.059714563,0.179143688,TRUE,<0.179143687714187,FALSE,Bering Sea,NBS2021,3,08212017 01:47:14.418,59.9972,-170.0025,,12/8/2022,Pacific cod (age 0),Gadus macrocephalus (age 0),Age 0,12.1,8.7,
1569,0.292571742,0.097523914,0.292571742,TRUE,<0.292571741668987,FALSE,Bering Sea,NBS2021,6,9/1/2021,60.5035,-169.9368,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,96.9,21.5,
1579,0.154334652,0.051444884,0.154334652,TRUE,<0.15433465152924,FALSE,Bering Sea,NBS2021,5,8/31/2021,60.5071,-170.9639,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,3.1,6.8,
2007,0.167712724,0.055904241,0.167712724,TRUE,<0.167712724402795,FALSE,Bering Sea,NBS2021,32,9/9/2021,63.4962,-166.0308,,12/8/2022,Threespine stickleback,Gasterosteus aculeatus,,4.7,7.9,
2008,0.188903477,0.062967826,0.188903477,TRUE,<0.188903477403337,FALSE,Bering Sea,NBS2021,32,9/9/2021,63.4962,-166.0308,,12/8/2022,Threespine stickleback,Gasterosteus aculeatus,,4.8,7.4,
2070,0.502828218,0.167609406,0.502828218,TRUE,<0.502828218402917,FALSE,Bering Sea,NBS2021,33,9/10/2021,63.5038,-167.0196,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,92.2,20.8,
2071,0.151040089,0.050346696,0.151040089,TRUE,<0.151040089010752,FALSE,Bering Sea,NBS2021,33,9/10/2021,63.5038,-167.0196,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,83.6,20.2,
2144,0.164105726,0.054701909,0.164105726,TRUE,<0.164105726381838,FALSE,Bering Sea,NBS2021,39,9/12/2021,64.503,-167.0381,,12/8/2022,Capelin,Mallotus villosus,,2.7,7.5,
2226,0.281769304,0.093923101,0.281769304,TRUE,<0.28176930350713,FALSE,Bering Sea,NBS2021,45,9/14/2021,64.1063,-163.4488,,12/7/2022,Pacific Herring,Clupea pallasi,Age 1+,37.3,14.9,
2665,0.372407605,0.124135868,0.372407605,TRUE,<0.372407604600622,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,19,12.2,Processed with light on
2667,0.455492432,0.151830811,0.455492432,TRUE,<0.455492431857394,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/12/2022,Pacific Herring,Clupea pallasi,Age 1+,21.8,12.4,Processed with light on
2669,0.969612286,0.062370055,0.187110166,FALSE,<1.6059505597057,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/6/2022,Pacific Herring,Clupea pallasi,Age 1+,29.3,14.2,"Processed with light on, tube may be mislabeled 2269"
2672,0.442978395,0.147659465,0.442978395,TRUE,<0.442978394513575,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/6/2022,Pacific Herring,Clupea pallasi,Age 1+,21,12.7,Processed with light on
2673,-8.987477258,0.210925124,0.632775371,TRUE,<2.88411253899469,FALSE,Bering Sea,NBS2022,40,9/16/2022,64.1004,-164.5063,,12/7/2022,Pacific Herring,Clupea pallasi,Age 1+,20.6,13.2,Processed with light on
2934,0.212642547,0.070880849,0.212642547,TRUE,<0.212642546588041,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/6/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.6,5.7,
2936,0.317908244,0.105969415,0.317908244,TRUE,<0.317908243826281,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,2.2,6.1,
2979,0.132810125,0.044270042,0.132810125,TRUE,<0.132810124817353,FALSE,Bering Sea,NBS2022,5,9/3/2022,60.5219,-169.0082,,10/17/2022,Capelin,Mallotus villosus,NA,4.5,9.5,
2999,0.173147238,0.057715746,0.173147238,TRUE,<0.173147237549998,FALSE,Bering Sea,NBS2022,6,9/3/2022,60.5045,-167.979,,12/9/2022,Capelin,Mallotus villosus,NA,4,8.5,
3109,0.141084708,0.047028236,0.141084708,TRUE,<0.141084707549604,FALSE,Bering Sea,NBS2022,13,9/6/2022,61.5012,-168.9561,,10/17/2022,Sand Lance,Ammodytes hexapterus,Age 0,1,6.8,
3282,0.209236162,0.069745387,0.209236162,TRUE,<0.20923616153093,FALSE,Bering Sea,NBS2022,28,9/12/2022,63.4991,-167.0056,,12/9/2022,Gonatus Squid,Gonatus kamtschaticus,NA,9.8,9.5,Total length
3384,0.184995602,0.061665201,0.184995602,TRUE,<0.184995601524056,FALSE,Bering Sea,NBS2022,34,9/14/2022,64.9811,-167.5343,,10/17/2022,Sand Lance,Ammodytes hexapterus,Age 1+,10.4,14.3,
3388,0.128245704,0.042748568,0.128245704,TRUE,<0.128245703808736,FALSE,Bering Sea,NBS2022,34,9/14/2022,64.9811,-167.5343,,10/17/2022,Sand Lance,Ammodytes hexapterus,Age 1+,11.1,14.5,
3390,0.147398885,0.049132962,0.147398885,TRUE,<0.147398885312758,FALSE,Bering Sea,NBS2022,34,9/14/2022,64.9811,-167.5343,,10/17/2022,Sand Lance,Ammodytes hexapterus,Age 1+,11.7,15,
1196c,0.630701453,0.210233818,0.630701453,TRUE,<0.630701453442419,FALSE,Bering Sea,NBS2021,27,9/8/2021,62.5002,-168.9767,,12/8/2022,Sand Lance,Ammodytes hexapterus,,0.7,6,"Composite sample, n = 2, individuals = 1196,1200, mass and length are averages"
1536c,0.18042845,0.060142817,0.18042845,TRUE,<0.18042845005179,FALSE,Bering Sea,NBS2021,4,8/31/2021,60.0042,-170.9748,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.5,5.7,
1686c,0.19196248,0.063987493,0.19196248,TRUE,<0.191962479537542,FALSE,Bering Sea,NBS2021,12,9/3/2021,61.0247,-169.0165,,12/8/2022,Sand Lance,Ammodytes hexapterus,,0.4,5,"Composite sample, n = 5, individuals = 1686-90, mass and length are averages"
1765c,0.199236607,0.066412202,0.199236607,TRUE,<0.19923660729476,FALSE,Bering Sea,NBS2021,17,9/4/2021,61.5028,-168.9718,,12/8/2022,Sand Lance,Ammodytes hexapterus,,0.4,5.3,"Composite sample, n = 2, individuals = 1765, 1766, mass and length are averages"
1925c,0.152957067,0.050985689,0.152957067,TRUE,<0.152957066526476,FALSE,Bering Sea,NBS2021,24,9/7/2021,62.0053,-170.9941,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.9,4.6,"Composite sample, n = 2, individuals = 1925, 1924, mass and length are averages"
2091c,0.199459815,0.066486605,0.199459815,TRUE,<0.199459815346136,FALSE,Bering Sea,NBS2021,35,9/10/2021,64.0112,-168.991,,12/8/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,1.3,5.6,"Composite sample, n = 2, individuals = 2091, 2090, mass and length are averages"
2610-c,0.277920727,0.092640242,0.277920727,TRUE,<0.277920726874533,FALSE,Bering Sea,NBS2022,39,9/15/2022,64.0997,-163.4911,,12/6/2022,Pacific Herring (age 0),Clupea pallasi,Age 0,1.6,5.9,"Composite sample, n = 2, individuals = 2610, 2609, mass and length are averages"
2617-c,0.165155052,0.055051684,0.165155052,TRUE,<0.165155052477785,FALSE,Bering Sea,NBS2022,39,9/15/2022,64.0997,-163.4911,,12/6/2022,Pacific Herring (age 0),Clupea pallasi,Age 0,1.6,6.2,"Composite sample, n = 2, individuals = 2617, 2616, mass and length are averages"
2619-c,0.30560647,0.101868823,0.30560647,TRUE,<0.305606469784038,FALSE,Bering Sea,NBS2022,39,9/15/2022,64.0997,-163.4911,,12/6/2022,Pacific Herring (age 0),Clupea pallasi,Age 0,1.7,6.4,"Composite sample, n = 2, individuals = 2619, 2618, mass and length are averages"
2811-c,0.488255074,0.162751691,0.488255074,TRUE,<0.488255074419588,FALSE,Bering Sea,NBS2022,1,9/1/2022,60.0074,-168.0721,,12/6/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,2.1,6.5,"Composite sample, n = 3, individuals = 2811, 2810, 2809, mass and length are averages"
2908-c,0.318670367,0.106223456,0.318670367,TRUE,<0.318670366993479,FALSE,Bering Sea,NBS2022,2,9/2/2022,59.9944,-169.0626,,12/6/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.7,4.2,"Composite sample, n = 6, individuals = 2908, 2907, 2906, 2904, 2905, 2903, mass and length are averages"
2931-c,0.205216215,0.068405405,0.205216215,TRUE,<0.205216215282401,FALSE,Bering Sea,NBS2022,3,9/2/2022,60.0252,-170.0605,,12/9/2022,Walleye Pollock (age 0),Gadus chalcogrammus (age 0),Age 0,0.9,5.1,"Composite sample, n = 3, individuals = 2931, 2930, 2937, mass and length are averages"
3105-c,0.583473322,0.194491107,0.583473322,TRUE,<0.583473321710411,FALSE,Bering Sea,NBS2022,13,9/6/2022,61.5012,-168.9561,,12/12/2022,Sand Lance,Ammodytes hexapterus,Age 0,0.8,6,"Composite sample, n = 4, individuals = 3105, 3104, 3103, 3102, mass and length are averages"
3280-c,0.228620216,0.076206739,0.228620216,TRUE,<0.228620215695715,FALSE,Bering Sea,NBS2022,28,9/12/2022,63.4991,-167.0056,,12/9/2022,Sand Lance,Ammodytes hexapterus,Age 0,0.5,5.1,"Composite sample, n = 3, individuals = 3280, 3279, 3281, mass and length are averages"
3317-c,0.224696279,0.07489876,0.224696279,TRUE,<0.224696279342449,FALSE,Bering Sea,NBS2022,30,9/12/2022,64.0008,-168.0068,,12/7/2022,Sand Lance,Ammodytes hexapterus,Age 0,0.5,5.4,"Composite sample, n = 4, individuals = 3317, 3316, 3315, 3314, mass and length are averages"
3456-c,0.22477528,0.074925093,0.22477528,TRUE,<0.224775280049198,FALSE,Bering Sea,NBS2022,37,,,,,12/7/2022,Sand Lance,,,1,6.8,"Composite sample, n = 2, individuals = 3456, 3457, mass and length are averages"
ARCI04,1.056819943,0.352273314,1.056819943,TRUE,<1.05681994293984,FALSE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Arctic Cisco,,,15.8,12.3,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
ARCI09,0.176571631,0.05885721,0.176571631,TRUE,<0.176571631370156,FALSE,Von_Biela,VVB,SS01,7/23/2022,70.29305,-147.7989,Foggy Island Bay,12/9/2022,Arctic Cisco,,,26.3,15.1,"VVB fish, Net ID = FN-2022-01, FISHID = NA"
ARCO02,0.190400851,0.06346695,0.190400851,TRUE,<0.190400851492904,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/8/2022,Arctic Cod,,,3.6,7.5,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
ARCO03,0.252188394,0.084062798,0.252188394,TRUE,<0.25218839408595,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/8/2022,Arctic Cod,,,4,8,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
ARCO04,0.179050967,0.059683656,0.179050967,TRUE,<0.179050967188724,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/8/2022,Arctic Cod,,,5,8.5,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
ARCO05,0.192586337,0.064195446,0.192586337,TRUE,<0.192586337074907,FALSE,Von_Biela,VVB,SS01,7/24/2021,70.2929,-147.79823,Foggy Island Bay,12/8/2022,Arctic Cod,,,4.7,8.8,"VVB fish, Net ID = FN-2021-02, FISHID = NA"
ARCO06,0.202018984,0.067339661,0.202018984,TRUE,<0.202018984054777,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/8/2022,Arctic Cod,,,5.8,9.1,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
ARCO09,0.180010988,0.060003663,0.180010988,TRUE,<0.180010988028066,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/8/2022,Arctic Cod,,,7.6,10.3,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
BRWH07,0.308321419,0.102773806,0.308321419,TRUE,<0.308321418797744,FALSE,Von_Biela,VVB,SL01,7/22/2019,70.5156,-149.46765,Simpson Lagoon,12/8/2022,Broad Whitefish,,,24.1,15,"VVB fish, Net ID = FN-2019-01-South, FISHID = BRWH160"
BRWH08,0.308343477,0.102781159,0.308343477,TRUE,<0.308343477432722,FALSE,Von_Biela,VVB,SS02,7/22/2018,70.27666,-147.77771,Foggy Island Bay,12/8/2022,Broad Whitefish,,,34.4,15.5,"VVB fish, Net ID = FN-2018-04-South, FISHID =  BRWH159"
BRWH09,0.219965653,0.073321884,0.219965653,TRUE,<0.219965652878328,FALSE,Von_Biela,VVB,SL01,7/22/2019,70.5156,-149.46765,Simpson Lagoon,12/9/2022,Broad Whitefish,,,46.5,16,"VVB fish, Net ID = FN-2019-01-South, FISHID = BRWH161"
FOSC01,0.167299171,0.05576639,0.167299171,TRUE,<0.167299171155812,FALSE,Von_Biela,VVB,LB01,7/25/2021,70.17283,-145.95804,Flaxman Island,12/7/2022,Fourhorn Sculpin,,,1.4,6.1,"VVB fish, Net ID = FN-2021-03, FISHID = NA"
FOSC02,0.191551594,0.063850531,0.191551594,TRUE,<0.191551594161472,FALSE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/7/2022,Fourhorn Sculpin,,,2,6.7,"VVB fish, Net ID = FN-2022-06, FISHID = NA"
FOSC03,0.191901731,0.063967244,0.191901731,TRUE,<0.19190173133336,FALSE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/12/2022,Fourhorn Sculpin,,,3,7.4,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
FOSC04,0.155053394,0.051684465,0.155053394,TRUE,<0.155053393640374,FALSE,Von_Biela,VVB,SS01,7/24/2022,70.29305,-147.7989,Foggy Island Bay,12/7/2022,Fourhorn Sculpin,,,1.2,7.5,"VVB fish, Net ID = FN-2022-02, FISHID = NA"
FOSC05,0.205576916,0.068525639,0.205576916,TRUE,<0.205576915576255,FALSE,Von_Biela,VVB,SS01,8/13/2022,70.29305,-147.7989,Foggy Island Bay,12/7/2022,Fourhorn Sculpin,,,2.9,7.5,"VVB fish, Net ID = FN-2022-03, FISHID = NA"
FOSC06,0.169999096,0.056666365,0.169999096,TRUE,<0.169999096124617,FALSE,Von_Biela,VVB,SS01,7/22/2021,70.2929,-147.79823,Foggy Island Bay,12/7/2022,Fourhorn Sculpin,,,3.1,7.6,"VVB fish, Net ID = FN-2021-01, FISHID = NA"
FOSC08,0.173389513,0.057796504,0.173389513,TRUE,<0.17338951330868,FALSE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/12/2022,Fourhorn Sculpin,,,7.4,9.2,"VVB fish, Net ID = FN-2022-06, FISHID = NA"
FOSC10,0.178188041,0.059396014,0.178188041,TRUE,<0.178188040914993,FALSE,Von_Biela,VVB,SS01,8/13/2022,70.29305,-147.7989,Foggy Island Bay,12/7/2022,Fourhorn Sculpin,,,23.4,13.5,"VVB fish, Net ID = FN-2022-03, FISHID = NA"
GH-1,0.375020821,0.12500694,0.375020821,TRUE,<0.375020821003245,FALSE,Bering Sea,NBS2022,1,9/1/2022,60.0074,-168.0721,,12/6/2022,Greenland turbot,Reinhardtius hippoglossoides,Larval,1.4,5.8,"No barcode, composite sample, n = 2, labeled Greenland halibut, mass and length are averages"
GH-2,0.167869994,0.055956665,0.167869994,TRUE,<0.167869994248866,FALSE,Bering Sea,NBS2022,1,9/1/2022,60.0074,-168.0721,,12/7/2022,Greenland turbot,Reinhardtius hippoglossoides,Larval,1.3,6.1,"No barcode, composite sample, n = 2, labeled Greenland halibut, mass and length are averages"
LD001,0.31314817,0.104382723,0.31314817,TRUE,<0.313148170294592,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,10/17/2022,Longhead Dab,Limanda proboscidea,Larval,0.4,3,"No barcode, composite sample, n = 5, mass and length are averages"
LD002,0.204291736,0.068097245,0.204291736,TRUE,<0.20429173645855,FALSE,Bering Sea,NBS2022,10,9/5/2022,60.998,-168.9933333,,10/17/2022,Longhead Dab,Limanda proboscidea,Larval,0.3,2.4,"No barcode, composite sample, n = 3, mass and length are averages"
PG-1,0.582516723,0.194172241,0.582516723,TRUE,<0.582516723256013,FALSE,Bering Sea,NBS2022,22,9/9/2022,62.5025,-169.015,,12/6/2022,Humpy shrimp,Pandalus goniurus,,0.4,,"No barcode, composite sample, n = 7, no lengths taken, mass is average"
SACO01,0.214928616,0.071642872,0.214928616,TRUE,<0.214928615929965,FALSE,Von_Biela,VVB,LB02,7/28/2021,70.18504,-146.05629,Flaxman Island,12/7/2022,Saffron Cod,Eleginus gracilis,,2.5,7.4,"VVB fish, Net ID = FN-2021-05, FISHID = NA"
SACO02,0.405424031,0.135141344,0.405424031,TRUE,<0.405424030513047,FALSE,Von_Biela,VVB,LB01,8/16/2022,70.17207,-145.95714,Flaxman Island,12/7/2022,Saffron Cod,Eleginus gracilis,,4.1,8.7,"VVB fish, Net ID = FN-2022-06, FISHID = NA, thawed a little bit"
SACO03,0.652043364,0.217347788,0.652043364,TRUE,<0.652043363747526,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/7/2022,Saffron Cod,Eleginus gracilis,,5.3,9.1,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
SACO04,0.292985441,0.097661814,0.292985441,TRUE,<0.292985440662289,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/7/2022,Saffron Cod,Eleginus gracilis,,7.3,10.1,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
SACO05,0.394875609,0.131625203,0.394875609,TRUE,<0.394875609256357,FALSE,Von_Biela,VVB,LB03,8/16/2022,70.14298,-146.02217,Flaxman Island,12/8/2022,Saffron Cod,Eleginus gracilis,,9.2,11,"VVB fish, Net ID = FN-2022-05, FISHID = NA"
SACO06,0.220923301,0.0736411,0.220923301,TRUE,<0.220923300686518,FALSE,Von_Biela,VVB,LB04,8/19/2022,70.15524,-146.11319,Flaxman Island,12/7/2022,Saffron Cod,Eleginus gracilis,,9.3,11.1,"VVB fish, Net ID = FN-2022-09, FISHID = NA"
SACO07,0.273810833,0.091270278,0.273810833,TRUE,<0.27381083346739,FALSE,Von_Biela,VVB,SS01,7/22/2021,70.2929,-147.79823,Foggy Island Bay,12/7/2022,Saffron Cod,Eleginus gracilis,,9.8,11.2,"VVB fish, Net ID = FN-2021-01, FISHID = NA"
SACO08,0.268824826,0.089608275,0.268824826,TRUE,<0.268824826330073,FALSE,Von_Biela,VVB,SS01,7/22/2021,70.2929,-147.79823,Foggy Island Bay,12/7/2022,Saffron Cod,Eleginus gracilis,,10.3,11.9,"VVB fish, Net ID = FN-2021-01, FISHID = NA"
SACO09,0.153953584,0.051317861,0.153953584,TRUE,<0.153953584101114,FALSE,Von_Biela,VVB,SS01,7/22/2021,70.2929,-147.79823,Foggy Island Bay,12/7/2022,Saffron Cod,Eleginus gracilis,,14.1,12.2,"VVB fish, Net ID = FN-2021-01, FISHID = NA"
SUSM04,0.538996775,0.179665592,0.538996775,TRUE,<0.538996775467609,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,42.4,16.3,
SUSM06,0.455492432,0.151830811,0.455492432,TRUE,<0.455492431857394,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/12/2022,Surf Smelt,Hypomesus pretiosus,,31.4,13.8,
SUSM07,0.34361575,0.114538583,0.34361575,TRUE,<0.343615750074594,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/7/2022,Surf Smelt,Hypomesus pretiosus,,43.8,15.8,
SUSM08,0.216646704,0.072215568,0.216646704,TRUE,<0.216646703803899,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,43.4,16.5,
SUSM10,0.38896266,0.12965422,0.38896266,TRUE,<0.388962659938057,FALSE,Southeast,SECM2022,Zimobre Straight Station G,8/4/2022,56.2585,-132.3679,,12/9/2022,Surf Smelt,Hypomesus pretiosus,,38.3,16,
